"price","encoded_region","experience_days","transaction_count"
19095.7,0,123,23
19180.77,0,100,32
15204.53,0,139,25
17020.3,0,77,23
11071.28,0,67,24
17808.9,0,50,21
20793.84,0,87,20
14359.34,0,88,14
11953.57,0,118,15
15476.18,0,125,20
18314.86,0,103,22
14005.83,0,95,18
10773.24,0,90,13
15788,0,118,13
10872.94,0,85,28
15149.99,0,97,20
12596.11,0,89,22
14198.38,0,90,7
13978.22,0,99,26
12833.35,0,104,17
16762.31,0,108,8
14979.5,0,87,23
8719.19,0,71,24
9405.43,1,136,16
19266.16,0,113,18
6865.77,0,120,17
14795.43,0,81,20
14673.3,0,77,22
19671.5,0,104,18
21165.59,0,81,27
21304.99,0,114,15
17867.09,0,112,25
10040.63,0,122,24
17215.76,0,98,14
14048.62,0,92,17
15943.5,0,73,20
13230.39,0,102,13
10985.37,0,144,14
23634.67,0,97,21
13139.57,0,89,16
14295.16,0,71,16
12538.16,0,97,18
21138.51,0,66,17
7785.58,1,114,23
12838.97,0,102,18
19122.99,0,157,21
17504.45,0,106,16
12693.19,0,116,21
17803.81,0,151,25
11420.42,0,84,24
15805.37,0,90,25
20299.16,0,77,25
12069.31,0,85,20
17347.99,0,99,21
16186.9,0,81,8
21388.34,0,98,13
17768.55,0,110,17
7562.96,0,126,13
8675.61,1,53,24
10042.4,0,75,24
15091.64,0,111,16
20323.63,0,149,21
21757.51,0,77,25
14238.21,0,80,21
25295.86,0,131,18
16269.22,0,71,18
12680.13,0,126,23
18391.1,0,75,16
21895.51,0.5,55,18
24793.22,0,88,23
19492.67,0,129,27
16143.43,0,101,22
5840.92,0,99,23
23762.47,0,107,25
15073.89,0,97,16
15230.32,0,146,26
22647.94,0,114,21
20325.77,0,106,16
21741.08,0,78,9
16272.15,0,93,18
11564.28,0,73,22
25039.98,0,85,24
15650.29,0,85,25
3964.94,0,81,21
16462.61,0,84,24
7820.88,1,97,23
13394.36,0,121,19
23695.75,0,129,27
18651.55,0,93,22
11987.69,0,131,19
15587.6,0,123,15
14155.27,0,129,24
8967.42,0,125,14
12900.28,0,104,22
13950.25,0,52,20
10510.46,0,107,27
22126.92,0,78,18
9336.3,0,99,26
10090.54,0,121,14
19960.71,0,103,23
10411.12,0,106,24
15364.09,0,122,28
14079.45,0,86,17
24789.89,0,138,20
14150.78,0,92,20
22812.43,0,93,25
5980.78,0,96,12
9913.49,0,118,17
13000.58,0,120,24
7577.7,0,94,21
14232.74,0,109,10
22929.49,0,120,18
23202.9,0,96,23
18624.95,0,100,28
14963.47,0,92,20
9952.87,1,110,23
10406.27,1,89,17
11658.43,0,130,22
20134.52,0,96,23
8336.45,1,97,25
25184.87,0,118,20
18885.54,0,141,22
14631.56,0,108,26
7279.52,0,142,13
7816.82,0,92,32
18731.19,0,110,15
11461.78,0,99,22
10524.34,0,144,20
25036.12,0,94,30
24083.72,0,154,22
12281.12,0,109,18
9397.93,1,101,25
17869.43,0,91,26
20123.76,0,86,23
14100.38,0,100,18
17828.42,0,89,22
18468.96,0,111,15
18162.37,0,121,21
18042.05,0,100,10
12655.56,0,104,19
2490.01,0,109,19
10607.57,1,74,18
12839.92,0,106,19
12272.86,0,104,24
10555.43,0,119,17
19533.28,0,111,14
22340.74,0,89,21
28743.52,0,120,18
6766.64,0,93,17
10199.9,0,91,21
1820.03,0,76,24
18541.27,0,128,14
16807.43,0,112,19
16334.24,0,120,12
13639.89,0,102,21
14559.98,0,89,30
19104.44,0,166,13
15179.62,0,80,21
15510.91,0,76,23
14976.77,0,126,23
24961.8,0,95,24
18720.04,0,117,32
11753.66,0,71,12
10408.46,1,108,12
17962.5,0,66,18
13072.19,0,92,17
18728.53,0,84,16
19172.71,0,107,23
14758,0,98,19
10610.2,0,97,17
23755.77,0,90,18
10243.85,0,105,23
19908.11,0,120,14
5135.76,0,116,10
14423.95,0,100,25
9491.35,1,125,29
16706.99,0,90,20
15979.3,0,118,22
10599.02,0,112,26
18660.23,0,92,23
16881.36,0,100,12
16153.91,0,113,19
12614.05,0,123,22
16837.73,0,95,25
21564.75,0,104,21
17045.2,0,110,18
7585.67,0,108,20
10874.2,0,116,19
19105.98,0,91,19
19128.55,0,90,11
17836.74,0,120,29
17927.88,0,101,27
11384.87,0,71,24
9824.15,0,99,11
15232.81,0,138,24
18876.09,0,69,9
10203.08,0,53,20
20235.62,0,93,17
8680.16,0,99,23
14775.08,0,115,19
12935.83,0,67,20
8107.42,1,73,19
16940.24,0,100,19
10749.48,0,111,20
17635.72,0,118,21
8345.66,0,69,20
13964.4,0,98,22
13505.14,0,108,14
19370.88,0,82,16
10097.72,0,76,24
15057.4,0,121,22
19590.48,0,85,18
5375.01,0,132,23
14104.9,0,128,24
9367.1,0,97,14
10498.97,0,80,21
4915.35,0,58,18
23235.05,0,116,15
10946.42,0,97,17
13722.84,0,140,21
13613.09,0,140,16
21720.78,0,81,21
6479.56,0,102,19
10564.45,0,99,17
6936.88,0,148,15
7307.21,0,136,22
9150.79,1,97,18
11259.2,0,84,17
19983.99,0,123,17
15396.84,0,77,16
11746.16,0,115,17
16571.35,0,131,21
24764.19,0,107,20
10900.57,0,92,24
18688.25,0,102,21
14742.14,0,101,19
7637.74,0,104,18
9448.1,1,106,17
23203.57,0,117,19
10181.03,0,100,17
18139.65,0,109,13
10471.7,0,83,21
19547.95,0,133,16
21834.67,0,104,15
20977.93,0,136,12
21265.24,0,110,27
9763.13,0,113,29
15679,0,126,18
20858.43,0,99,8
16542.89,0,86,22
12895.63,0,109,29
12121.34,0,112,16
18828.81,0,107,26
16208.02,0,102,11
12107.3,0,88,28
10241.7,0,85,28
11090.22,0,72,23
22644.86,0,82,16
8033.99,0,92,17
14449.37,0,116,21
27702.24,0,115,19
19394.81,0,122,22
9480.83,0,97,20
10134.81,0,96,16
6254.2,0,69,18
19426.74,0,124,27
12357.62,0,121,21
15115.91,0,78,18
14675.3,0,99,19
9697.36,0,77,22
16231.08,0,127,21
12368.13,0,97,25
13778.14,0,77,13
20082.42,0,114,20
10790.03,0,98,24
8102.83,0,105,21
20757.57,0,73,19
17556.1,0,106,32
2376.7,0,98,25
13595.2,0,101,12
4646.23,0,84,21
16292.74,0,97,20
29140.79,0,93,25
7926.65,0,99,17
15912.64,0,108,26
14616.01,0,136,17
16598.1,0,118,22
12502.82,0,98,13
8996.1,0,73,30
20138.28,0,66,15
6981.5,1,107,24
15364.22,0,119,24
16588.59,0,156,20
12545.8,0,116,21
9439.67,0,107,20
11423.27,0,100,20
8949.75,0,97,18
18717.18,0,102,19
13564.88,0,92,27
4332.51,0,109,12
19194.97,0,68,20
11403.49,0,86,24
12530.5,0,94,21
6989.14,0,103,16
8075.27,0,118,17
16885.16,0,81,19
14214.29,0,113,12
7554.87,0,109,24
11026.9,0,123,18
20427.79,0,99,18
13358.55,0,124,20
7003.52,1,96,15
11802.43,0,114,18
11437.52,1,118,24
18080.77,0,83,11
19692.43,0,65,14
9834.89,1,94,18
18556.23,0,106,15
16644.83,0,97,22
20504.02,0,93,18
20068.62,0,63,13
5065.07,0,66,18
19219.12,0,71,21
15347.74,0,78,20
21365.75,0,74,15
16044.39,0,98,22
9416.29,0,103,21
9090.82,0,96,15
13648.57,0,124,25
17779.09,0,133,18
23075.69,0,105,12
8318.17,0,107,20
30000,0,151,15
16533.41,0,95,23
8677.87,1,75,13
13765.75,0,95,22
24539.64,0,121,22
19495.73,0,94,15
14908.72,0,147,29
10576.02,0,68,19
16488.83,0,98,21
17439.08,0,77,36
18299.59,0,92,23
6904.28,0,83,17
8047.48,0,116,22
7453.51,0,96,28
14736.92,0,68,22
23474.69,0,132,22
24758.57,0,94,16
16196.94,0,97,25
4915,1,85,16
11614.53,0,66,26
11325.75,0,91,19
10298.03,0,99,21
16412.45,0,89,14
17574.26,0,89,26
12931.54,0,70,18
13196.85,0,125,19
10943.24,0,102,16
21335.62,0,108,20
13316.55,0,133,15
12654.48,0,70,29
10793.43,0,66,16
6211.63,1,114,15
5656.62,0,131,13
18099.77,0,101,12
10896.65,0,122,25
10529.43,1,115,17
21755.44,0.5,99,16
10826.12,0,107,18
14038.25,0,72,15
7143.01,1,81,13
11885.39,0,97,23
13955.51,0,108,16
15883.27,0,98,19
15922.25,0,78,23
7152.45,0,94,23
16251.59,0,115,20
18516.45,0,103,21
24099.9,0,84,17
11610.08,0,73,21
17284.89,0,92,15
17865.38,0,128,21
6253.37,0,88,19
11509.53,1,107,24
3061.48,0,109,23
6566.67,0,100,14
15477.28,0,148,20
19192.22,0,103,19
6946.14,0,93,26
18813.68,0,116,18
9191,1,104,22
12559.3,0,103,24
12129.12,0,71,25
13298.21,0,95,17
2423.95,0,90,21
23836.52,0,120,19
17355.75,0,98,10
15427.93,0,130,19
17455.42,0,124,18
8261.07,1,103,17
21474.15,0,113,18
12230.7,0,115,24
9485.9,1,111,13
17326.97,0,114,22
6301.76,0,82,16
18412.94,0,96,10
7959.68,0,100,20
18572.31,0,106,19
14160.76,0,107,28
18205.84,0,100,23
15493.77,0,94,26
17666.67,0,78,27
20252.57,0,81,24
17235.77,0,87,27
18077.47,0,116,12
8602.66,0,107,13
13269.97,0,135,14
21416.43,0,142,16
18867.79,0,78,17
12262.51,0,95,22
23657.45,0,108,13
7454.37,1,139,29
15795.61,0,64,19
6337.12,0,124,9
17768.34,0,99,16
20000.39,0,94,20
8761.76,1,115,10
15473.9,0,141,20
12796.26,0,100,11
5064.2,0,79,20
17971.44,0,90,19
12282,0,119,19
7025.25,0,109,19
16355.04,0,96,23
18504.33,0,98,23
14633.2,0,93,20
12681.9,1,122,22
9056.08,0,115,27
6626.09,0,98,22
6720.39,0,82,26
19130,0,125,28
10274.24,0,102,18
5587.49,0,98,31
11102.51,0,104,27
9532.07,1,105,22
10838.04,0,115,14
24672.18,0,132,11
10114.18,1,52,23
9015.5,0,103,24
252.03,0,94,17
18481.92,0,121,20
18713.93,0,102,14
9229.5,0,107,14
12317.08,0,101,12
14214.01,0,94,19
16731.77,0,162,21
18411.78,0,72,17
19644.27,0,79,22
13809.3,0,107,14
20922.33,0,92,26
18333.9,0,104,24
3646.21,0,75,22
15011.32,0,109,22
7527.28,1,98,24
16275.64,0,62,20
11136.33,1,95,15
9676.46,0,64,9
15399.91,0,97,12
9178.7,1,99,21
17113.06,0,67,22
13955.52,0,121,17
11619.62,0,103,20
19071.55,0,96,23
8626.77,0,119,22
19965.05,0,99,14
5573.81,0,79,25
9955.4,0,121,23
15845.89,0,111,19
17577.63,0,79,18
8436.75,0,111,21
10503.17,1,111,14
10321.03,0,101,13
14434.83,0,115,21
19549.45,0,147,23
19784.96,0,119,22
12221.96,0,146,22
14821.68,0,132,19
3939.22,0,90,31
15504.33,0,103,25
15598.24,0,84,21
16625.83,0,105,15
20417.25,0,97,27
15104.91,0,109,21
14441.18,0,95,21
8946.11,0,91,19
15517.14,0,92,25
8251.52,0,112,19
12867.82,0,80,14
11943.09,0,82,15
13010.76,0,75,23
16585.79,0.5,65,17
17426.53,0,116,24
18087.2,0,121,12
20104.88,0,103,23
15280.51,0,98,19
10386.44,1,114,11
26370.41,0,89,19
8277.06,1,115,25
20969.49,0,111,17
22752.81,0,62,24
12510.69,0,108,25
22423.78,0,88,14
24801.84,0,83,13
14629.6,0,115,14
11730.82,0,110,15
22427.56,0,123,20
18852.58,0,134,22
6860.93,0,111,16
14254.89,0,78,27
7255.92,1,114,23
16721.74,0,100,20
13276.76,0,81,10
18633.16,0,98,18
9460.05,0,88,27
14448.16,0,81,28
13940.96,0,79,20
21477.12,0,99,20
13512.05,0,69,17
13116.41,0,60,22
21126.9,0,120,17
13851.87,0,99,18
18158.63,0,104,23
13271.09,0,136,20
19209.04,0,78,19
22789.78,0,141,26
9721.03,0,109,31
10507.05,1,99,28
19011.42,0,126,12
15797.19,0,97,17
20064.66,0,80,21
15876.03,0,82,14
14852.9,0,93,23
22296.15,0,68,11
21525.73,0,86,21
5151.59,0,107,32
17599.71,0,78,19
19210.93,0,112,22
18107.38,0,99,18
8392.55,0,90,22
12521.66,0,76,19
19690.18,0,94,19
21164.95,0,94,21
24221.45,0,122,23
8944.51,0,94,29
15142.58,0,117,23
17875.44,0,142,21
26301.46,0,79,16
16779.07,0,94,15
11017.62,1,116,15
7690.72,0,126,9
11049.56,0,104,27
14397.54,0,69,18
7446.91,0,92,22
16086.58,0,84,23
16899.39,0,94,22
17706.59,0,104,20
18423.35,0,92,23
19224.58,0,154,19
13860.58,0,103,22
14762.78,0,84,23
9573.27,0,99,19
11503.41,0,85,15
16613.29,0,121,11
12391.04,0,104,17
17979.83,0,76,23
6871.99,0,105,25
16994.98,0,95,12
20965.55,0,91,8
9684.8,0,113,21
9424.57,0,109,21
16499.94,0.5,114,18
7749.27,0,92,21
9600.29,0,110,13
13122.3,0,102,15
14553.38,0,49,23
14022.88,0,99,10
22041.68,0,91,30
18358.75,0,98,16
16241.42,0.5,104,18
13913.63,0,79,23
19273.83,0,80,22
1801.19,0,111,16
19589.21,0,91,19
21629.35,0,84,24
14241.84,0,103,20
8726.64,0,96,22
8066.65,0,93,24
16595.28,0,88,22
21582.86,0,105,18
12252.95,0,115,13
22026.34,0,110,27
17258.98,0,87,21
9459.98,1,66,22
11894.79,0,83,21
19493.03,0,76,10
7774.43,1,111,16
13245.79,0.5,115,15
11671.34,0,119,14
15686.65,0,100,18
16441.03,0,64,23
13427.67,0,154,22
18518.62,0,79,19
7030.47,0,100,21
18216.78,0,90,19
11176.78,0,88,19
16828.36,0,133,26
19473.83,0,131,16
17743.99,0,62,28
25533.15,0,73,25
11260.93,0,74,24
24694.14,0,99,16
13722.44,0,105,20
23920.5,0,111,15
9406.92,0,98,21
24747.61,0,112,21
7394.39,0,73,19
17683.27,0,59,15
16952.93,0,83,19
20623.27,0,75,17
7631.69,0,109,21
25529.48,0,62,18
22884.31,0,93,19
21195.58,0,81,18
18866.32,0,103,24
14699.64,0,102,30
17804.38,0,80,15
19775.83,0,105,14
21179.92,0,96,10
9107.34,1,120,22
22020,0,110,16
7505.14,1,92,9
20823.99,0,105,11
9897.35,0,96,20
20638.57,0,90,20
13805.48,0,45,21
13263.75,0,128,15
12206.7,0,95,23
7808.24,0,128,16
22306.99,0,134,24
18927.52,0,75,13
21470.75,0,113,20
15970.26,0,93,26
15492.95,0,128,37
17831.49,0,95,22
18902.89,0,105,17
17014.23,0,101,29
10384.14,0,113,26
12992.06,0,55,16
22234.28,0,101,16
15850.55,0,102,12
16245.81,0,133,24
14206.59,0,104,22
14082.58,0,96,27
12211.44,0,106,19
22532.35,0,95,20
6818.34,1,100,14
7144.95,1,95,17
10686.04,0,85,27
14843.1,0,114,21
17170.88,0,82,21
6846.74,0.5,83,25
10098.97,0,93,22
12773.98,0,108,18
15986.55,0,105,9
8918,0,100,32
7768.68,0,94,14
17541.51,0,90,20
8482.56,0,116,25
10614.68,0,88,29
7696.8,0,85,16
23530.23,0,89,23
6932.68,0,90,18
16011.11,0,92,14
3334.85,0,110,13
19890.91,0,116,14
21054.85,0,83,16
28133.65,0,85,15
17102.62,0,98,16
12723.75,0,107,12
19419.42,0,102,14
13650.89,0,102,25
14407.63,0,98,20
12040.87,0,55,22
8332.33,1,124,21
12214.78,0,122,13
16658.87,0,87,20
7992.38,0,111,22
17103.67,0,131,21
16554.82,0,104,12
11745.26,0,109,20
8252.33,0,108,34
9736.9,0,85,23
11713.77,0,121,24
15751.57,0,81,13
11738.42,0,117,15
7229.97,1,115,19
7999.81,1,92,12
9397.07,1,132,15
19037.55,0,95,25
7563.15,0,112,20
8263.04,0,86,17
4043.13,0,97,8
19761.6,0,87,18
7308.68,1,100,19
18469.88,0,75,28
10210.16,0,86,17
19826.58,0,101,13
11761.21,0,73,23
5256.75,0,122,15
16283.15,0,117,18
11879.37,0,69,13
15174.99,0,101,21
16233.92,0,97,24
9400.76,0,52,21
12625.12,0,105,17
15635.64,0,79,21
8137.19,1,63,22
11417.26,0,95,15
23557.52,0,92,16
11609.64,0,75,19
14677.19,0,106,25
6824.37,1,99,19
19345.35,0,112,13
15197.19,0,110,20
12654.83,0,90,22
17378.18,0,72,24
12630.85,0,121,21
12573.05,0,78,16
22035.6,0,89,22
9114.68,1,79,23
16067.99,0,127,21
17444.59,0,71,24
10550.38,1,121,20
28091.97,0,126,13
9805.7,0,108,23
6680.94,0,108,23
14108.78,0,82,19
19742.34,0,91,17
11599.56,0,115,19
14427.25,0,97,10
9268.18,0,134,23
18764.47,0,140,23
7734.5,0,106,18
10421.96,1,91,20
11647.01,0,105,20
18423.94,0,115,21
15023.65,0,130,21
12741.07,0,91,22
24413.21,0,97,10
14332.17,0,107,14
17085.66,0,104,26
16294.63,0,86,19
14200.47,0,102,21
17586.92,0,94,26
17953.89,0,126,20
16557.21,0,99,20
12835.82,0,71,18
19629.99,0,139,15
10247.74,0,73,27
4837.66,0,75,25
8257.8,0,106,15
7190.62,0,96,23
14394.92,0,80,17
20922.49,0,100,20
22915.48,0,94,13
12031.11,0,66,25
9312.03,0,105,16
7343.02,1,126,25
19336.2,0,116,19
9254.88,1,118,25
15309.94,0,111,20
18223.64,0,104,30
13022.7,0,97,22
16723.5,0,75,10
14372.6,0,81,19
12696.57,0,102,17
3890.43,0,64,19
11417.75,0,100,14
30000,0,89,13
14327.09,0.5,134,17
14477.43,0,125,9
17173.66,0,92,13
17144.09,0,109,11
20461.87,0,68,26
4497.9,0,74,14
10316.87,0,115,19
17197.42,0,103,13
13723.41,0,81,12
16760.1,0,109,22
11894.23,0,107,28
17691.63,0,100,16
12324.16,0,109,23
11552.26,0,84,17
8553.61,0,89,19
13812.15,0,87,21
12078.27,0,93,20
16020.25,0,108,19
19840.9,0,105,25
15461.77,0,54,14
14013.29,0,99,22
20502.77,0,107,21
14020.12,0,112,21
15868.26,0,138,20
13386.32,0,108,24
10970.71,0,62,19
11465.08,1,98,34
5754.48,1,67,23
8124.62,0,136,24
21515.04,0,139,14
11354.46,1,116,25
12936.7,0,81,30
5938.1,1,87,16
14431.61,0,123,21
20480.57,0,77,23
5804.66,0,106,27
14693.16,0,103,21
11474.57,1,127,18
6577.91,1,84,23
17113.25,0,90,13
4273.9,0,117,19
13237.85,0,81,14
17132.55,0,97,14
10681.08,1,104,18
14116.13,0,81,19
11829.7,0,76,21
14682.58,0,127,24
12766.74,1,97,17
12604.15,0,98,21
11377.83,0,136,28
4019.77,0,88,13
11984.88,1,126,20
27187.07,0,70,5
17671.21,0,103,15
7818.05,0,82,16
4271.79,0,73,19
19962.45,0,105,23
10238.02,0,123,22
21069.18,0,106,26
8723.66,0,84,22
21939.3,0,79,20
20918.46,0,69,16
14333.03,0,109,25
16613.65,0,94,16
21115.76,0,107,18
24274.78,0,133,26
7828.91,0,116,25
11347.9,1,52,20
11912.03,0,83,18
23964.36,0,107,18
20140.03,0,101,26
5455.72,0,96,18
15281.35,0,71,21
5959.04,0,125,14
10694.99,0,92,23
13098.63,0,98,20
9010.58,1,125,25
13640.81,0,69,21
13620.82,0,87,18
15474.1,0,97,20
18104.3,0,76,17
10628.2,1,73,14
7661.43,0,89,18
14351.87,0,88,22
15601.68,0,99,21
7967.96,1,93,22
18082.5,0,104,26
13292.78,0,129,20
3511.91,0,135,16
6740.95,1,82,19
15789.29,0,85,17
10243.75,0,99,19
14053.12,0,131,18
13892.8,0,112,19
20039.01,0,100,12
14132.36,0,83,18
22578.77,0,133,12
11708.95,1,82,18
10625.22,0,91,19
9745.15,1,75,22
10077.66,0,101,26
6705.25,0,142,20
21807.12,0,124,19
19531.98,0.5,104,24
21591.73,0,102,20
8593.52,0.5,72,15
9430.15,0,104,21
7685.19,0,126,17
10934.79,1,109,19
20593.58,0,95,17
14075.28,0,115,19
17577.63,0,98,16
11643.72,1,100,16
24209.21,0,111,25
14175.61,0,78,30
17662.99,0,104,27
13049.66,0,70,17
4333.81,0,152,28
17724.32,0,103,26
20242.61,0,72,20
15787.34,0,76,21
5436.33,1,115,13
17781.85,0,61,31
24308.62,0,82,18
20559.18,0,88,16
15319.74,0,82,21
5864.19,1,121,17
16776.13,0,89,17
8789.07,0,80,23
14089.11,0,114,17
10166.6,0,125,26
14839.18,0,131,19
15491.7,0,107,21
14398.87,0,119,19
14880.71,0,120,14
7031.07,0,81,25
26987.73,0,87,23
14912.31,0,95,15
5552.01,1,102,21
16284.47,0,90,15
6159.55,1,121,11
11518.62,0,78,23
16442.57,0,73,23
7845.38,0,122,19
14842.99,0,116,23
11406.27,0,82,21
22687.32,0,104,23
21109.98,0,94,17
14856.89,0,116,13
16642.3,0.5,87,16
14608.38,0,79,31
5029.62,0,133,18
7090.73,0,109,26
11084.49,0,103,27
20085.16,0,131,21
9874.61,0,91,17
6662.58,1,113,20
8901.95,0,84,23
25475.33,0,91,13
20396.76,0,128,18
8503.52,1,84,24
11218.39,1,111,15
17051.18,0,81,22
23579.29,0,119,14
19595.07,0,111,12
11636.13,0,65,17
9813.22,1,67,20
21463.82,0,116,17
18592.19,0,81,13
16565.03,0,119,19
17150.66,0,57,19
8621.65,1,151,19
11868.33,0,97,25
15088.94,0,115,14
21450.79,0,77,21
10349.06,1,128,16
14374.62,0,110,29
17250.45,0,92,16
23432.27,0,37,30
24902.19,0,85,19
21095.96,0,95,6
10169.43,0,81,10
22820.94,0,109,23
16247.28,0,53,24
12795.66,0,103,19
6391.79,1,85,27
17245.03,0,100,27
8993.58,0,84,9
18762.63,0,106,25
20969.43,0,127,21
11662.67,0,117,18
19993.38,0,74,17
11303.84,0,102,20
6549.54,0,106,25
24498.56,0,102,14
17751.22,0,127,19
15846.14,0,86,29
12131.76,0,92,17
14554.11,0,92,15
10518.65,0,104,25
4654.85,1,86,16
8833.4,0,92,12
8282.72,1,140,13
9085.43,0,132,11
17133.48,0,112,15
13249.53,0,93,18
16417.64,0,97,24
13307.81,0,81,20
13121.06,0,84,15
12744.3,0,123,23
11157.92,0,116,20
15998.57,0,61,22
10320.52,0,108,29
14680.66,0,142,18
14807.18,0,94,18
17975.52,0,103,12
11629.7,0,110,25
17664.44,0,98,12
18495.01,0,84,16
12859.41,0,85,21
17830.64,0,107,30
21034.05,0,78,20
10786.8,1,125,18
12431.78,0,111,18
17170.62,0,114,16
20907.49,0,105,21
20661.67,0,115,18
15649.27,0,148,14
22517.83,0,108,19
20678.47,0,92,18
20662.68,0,89,15
25205.43,0,137,15
26928.97,0,96,7
15047.28,0,107,25
21443.65,0,87,22
20626.98,0,81,23
11276.32,0,89,17
12243.04,0,107,24
21987.67,0,62,9
10242.69,0,86,22
10174.01,0,104,13
8259.86,0,83,19
21688.9,0,112,17
6285.96,0,98,18
19348.58,0,79,13
18548.72,0,115,17
18431.67,0,104,17
19508.49,0,103,24
19728.73,0,127,12
15099.62,0,71,23
21519.99,0,41,21
16021.42,0,137,15
12365.82,0,106,19
4877.97,0,103,17
18140.15,0,96,25
9884.2,1,117,26
12858.78,0,122,23
14915.55,0,71,17
23153.38,0,82,29
12478.2,0,137,17
17219.95,0,78,27
21041.73,0,89,22
19787.31,0,120,17
18054.63,0,88,23
17738.72,0,133,27
14371.62,0,91,27
18637.25,0,87,23
18781.48,0,114,10
18404.4,0,64,27
7915.92,1,99,20
14733.67,0,91,18
24231.18,0,121,11
16670.14,0,79,19
9146.65,1,90,21
14374.5,0,107,18
23010.8,0,101,16
12104.21,0,87,14
15730.15,0,72,18
11440.89,0,90,17
12550.67,0,117,21
17527.25,0,141,24
21756.68,0,103,19
14311.31,0,68,12
17915.42,0,72,26
17596.3,0,93,22
15847.23,0,100,6
14029.05,0,92,20
19289.21,0,99,20
12527.51,0,144,25
11267.85,0,77,18
18858.33,0,83,22
15801.82,0,116,22
13374.05,0,108,21
14029.69,0,105,27
14282.01,0,149,13
18439.64,0,92,18
12428,0,87,27
16138.68,0,129,19
10391.69,0,71,30
20292.08,0,87,17
10226.21,0,117,21
7864.59,1,100,20
15258.69,0,112,24
16224.19,0,115,23
7625.61,1,110,14
20004.36,0,114,25
12088.45,0,87,20
11543.78,0,95,21
10958.82,0,109,15
24168.73,0,116,18
7858.14,0,165,17
11746.53,0,111,19
16354.86,0,87,13
13047.89,0,103,12
16327.27,0,74,25
24074.93,0,115,19
11031.84,0,107,22
17869.33,0,109,21
19327.44,0,122,9
18312.17,0,106,16
6597.99,1,91,21
14311.88,0,122,26
16208.99,0,97,19
9761.71,0,74,20
15659.14,0,106,19
20640.12,0,85,29
10234.98,0,116,21
901.38,0,134,27
15151.58,0,81,19
15462.02,0,89,22
4358.14,1,78,15
16734.71,0,73,24
10917.94,0,87,22
7251.91,0,57,19
17970.4,0,105,25
6592.83,0,107,13
9601.57,0,100,16
15100.27,0,108,20
11269.23,0,113,18
9210.17,1,86,13
12928.9,0,113,27
16609.22,0,109,30
16076.53,0,96,27
8675.13,0,122,15
26523.12,0,119,17
10983.8,0,78,32
14831.64,0,113,24
19144.59,0,47,19
15375.18,0,82,17
18870.07,0,78,11
14202.17,0.5,118,20
14008.69,0,123,17
11568.84,0,99,28
14958.2,0,82,24
15915.23,0.5,117,11
21992.29,0,99,22
7806.57,1,70,13
7382.21,0,120,12
15529.97,0,119,21
15641.44,0,105,18
18244.91,0,126,23
20661.74,0,131,15
16322.88,0,141,18
24089.72,0,121,26
8550.84,1,131,20
15019.02,0,94,14
19083.18,0,131,12
11246.94,0,80,27
5387.17,1,136,23
12776.69,0,92,19
13889.23,0,75,16
11316.75,0,82,20
13159.61,0,97,24
13297.33,0,63,25
19997.78,0,114,15
20718.52,0,125,16
7774.5,1,67,26
11805.85,0,136,14
23389.71,0,131,15
965.92,0,93,19
16582.2,0,109,22
11122.12,0,82,23
16817.54,0,90,27
14776.47,0,106,26
21566.3,0,119,18
11201.45,0,86,16
7150.36,0,95,22
22348.48,0,112,18
16442.26,0,106,23
12261.4,0,96,19
16526.45,0,89,27
8760.51,0,82,23
10076,0,81,22
11514,0,112,13
13977.35,0,107,22
5794.64,0,81,18
10214.61,0,128,11
18936.67,0,46,21
11043.49,0,92,27
15302.85,0,103,16
18357.16,0,55,28
22795.38,0,126,26
10478.87,0,89,15
9810.65,0,123,21
15220.18,0,90,20
18221.51,0,69,24
9207.34,0,114,22
18253.58,0,94,17
13620.4,0,98,20
17150.39,0,94,23
21470.37,0,97,11
7175.36,0,87,27
12326.37,0,91,19
10447.13,0,92,19
25606,0,120,24
19490.5,0,73,14
17710.94,0,114,17
19672.48,0,98,26
8362.06,0,115,26
14173.14,0,100,22
9966.44,0,61,21
18285.84,0,68,22
13540.99,0,80,18
10478.26,0,100,25
17717.21,0,101,29
16672.13,0,93,20
10638.39,0,92,13
18517.34,0,104,18
21120.68,0,74,23
13644.11,0,89,18
10148.62,0,76,21
8427.58,1,128,21
20832.7,0,59,19
4379.61,0,60,14
20831.3,0,67,14
12559.56,0,98,8
17071.43,0,99,21
12158.84,0,90,24
19032.01,0,89,20
18518.16,0,112,18
9221.24,1,74,22
15097.29,0,99,19
12338.75,0,97,13
12701.47,0,86,20
11028.31,0,104,20
11363.25,0,116,17
14645.23,0,90,14
18381.76,0,86,21
9419.21,0,139,21
10959.2,0,97,21
3018.32,0,44,26
7518.4,0,111,22
15899,0,117,15
9646.33,0,97,17
15827.68,0,127,24
11158.91,0,89,22
16153.13,0,102,19
18018.76,0,80,17
4771.9,0,94,22
12534.66,0,82,24
18713.51,0,67,18
10882.01,0,99,20
24770.22,0,67,30
13402.24,0,98,19
17889.52,0,123,24
20927.44,0,91,21
19606.63,0,56,28
15927.57,0,95,21
14289.11,0,94,8
8706.45,0,84,18
18902.51,0,137,14
20427,0,87,24
18264.48,0,132,23
11142.45,0,90,24
17924.52,0,102,23
10181.45,0,97,19
22743.07,0,89,19
588.32,0,83,24
9324.46,1,84,10
10909.24,0,84,25
13940.64,0,106,23
